398.719,0.73657,0.741056,0.748607
403.828,0.735306,0.738713,0.739362
408.985,0.735674,0.738467,0.732875
414.188,0.734445,0.741393,0.729744
419.391,0.746277,0.786411,0.741429
424.547,0.797352,1.07606,0.788999
429.719,0.793949,1.03673,0.78528
434.828,0.781233,0.959936,0.770796
439.938,0.769964,0.899386,0.759873
445.094,0.764286,0.847968,0.751262
450.203,0.765102,0.811337,0.743987
455.407,0.96349,0.842095,0.783187
460.516,1.14698,0.862708,0.80225
465.625,1.03061,0.834712,0.785792
470.735,0.924887,0.80663,0.767384
475.86,0.844375,0.785265,0.751825
481.047,0.797431,0.768964,0.742468
486.235,0.772382,0.763132,0.73773
491.344,0.766069,0.759955,0.734374
496.75,0.761521,0.759111,0.733673
501.86,0.760714,0.756788,0.73286
507.016,0.759334,0.756225,0.731831
512.203,0.758101,0.756476,0.733351
517.407,0.759751,0.754373,0.734773
522.547,0.757067,0.75576,0.734348
527.672,0.755954,0.756368,0.733407
532.782,0.755284,0.756363,0.734205
537.891,0.752484,0.755852,0.734814
543,0.753749,0.755028,0.736103
548.11,0.752906,0.754905,0.739434
553.297,0.758411,0.760594,0.750301
558.578,0.771078,0.776245,0.79936
563.703,0.814748,0.839711,1.05004
568.813,0.817316,0.845277,1.08213
573.938,0.803115,0.827048,0.999535
579.063,0.793416,0.810375,0.93416
584.188,0.782915,0.796745,0.884687
589.203,0.773625,0.785029,0.843845
594.313,0.766939,0.775708,0.80644
599.344,0.75897,0.767987,0.773247
604.438,0.754489,0.762989,0.754337
609.469,0.754445,0.764411,0.745809
614.563,0.762147,0.798316,0.751969
619.625,0.800666,0.99712,0.786221
624.766,0.813931,1.07823,0.800204
629.891,0.803252,1.02535,0.78815
634.985,0.793953,0.964847,0.778562
640.172,0.786761,0.914724,0.769645
645.282,0.778842,0.877765,0.762068
650.313,0.773753,0.850347,0.756205
655.422,0.765994,0.819154,0.74719
660.485,0.757564,0.788917,0.738303
665.625,0.753402,0.772715,0.736139
670.719,0.75484,0.768407,0.736513
675.813,0.751916,0.765966,0.736267
681.328,0.750581,0.763818,0.735147
686.453,0.75283,0.763117,0.735121
691.625,0.752875,0.762411,0.736528
696.672,0.754299,0.761945,0.734748
701.797,0.753456,0.761152,0.73641
706.891,0.753207,0.75951,0.735873
712.016,0.753496,0.760236,0.737244
717.11,0.752954,0.759346,0.733443
722.25,0.752395,0.75866,0.73596
727.344,0.754241,0.758793,0.734855
732.453,0.757546,0.757678,0.735868
737.485,0.758993,0.761321,0.742406
742.563,0.757901,0.76105,0.742012
747.641,0.757697,0.762615,0.741399
752.719,0.757639,0.761817,0.740119
757.75,0.758207,0.761725,0.742023
762.875,0.758695,0.760768,0.740309
767.907,0.759955,0.762728,0.741542
773.032,0.767058,0.767394,0.74541
778.11,0.79658,0.779908,0.753508
783.219,1.00149,0.832548,0.795845
788.297,1.16554,0.859935,0.812759
793.391,1.06929,0.841655,0.799467
798.485,0.977904,0.828389,0.787117
803.563,0.913618,0.834579,0.778322
808.641,0.884904,0.937066,0.794264
813.719,0.872526,1.10651,0.816064
818.828,0.846864,1.0544,0.811147
824.078,0.835715,1.00141,0.828865
829.172,0.871248,1.03135,1.05128
834.25,0.878595,1.02153,1.17533
839.375,0.852228,0.948915,1.07967
844.453,0.832015,0.884835,0.999115
849.532,0.814384,0.85068,0.932625
854.625,0.808483,0.833433,0.911511
859.703,0.803532,0.824731,0.893533
864.828,0.79788,0.816008,0.870377
869.907,0.787383,0.80159,0.828164
874.985,0.77874,0.788902,0.788964
880.078,0.771859,0.778199,0.764692
885.172,0.769064,0.776127,0.756742
890.266,0.767511,0.774787,0.75313
895.328,0.76488,0.771456,0.748556
900.407,0.765372,0.771313,0.746694
905.485,0.763363,0.770939,0.750342
910.547,0.765767,0.76988,0.748889
915.61,0.764481,0.770039,0.746878
920.75,0.7639,0.769543,0.747968
925.828,0.765572,0.769456,0.746663
930.922,0.762387,0.768509,0.746453
935.985,0.763185,0.767056,0.743327
941.094,0.761229,0.767445,0.742908
946.188,0.762049,0.767752,0.744658
951.203,0.762764,0.766851,0.74388
956.266,0.762382,0.766555,0.74324
961.328,0.762662,0.766294,0.74432
966.391,0.76181,0.766304,0.743056
971.453,0.762169,0.765281,0.741644
976.516,0.761872,0.764539,0.74191
981.532,0.760865,0.766447,0.743506
986.625,0.761845,0.764938,0.742422
991.719,0.763114,0.765434,0.742284
996.782,0.762396,0.766089,0.744228
1001.84,0.762617,0.765792,0.744141
1006.97,0.762613,0.765593,0.742309
1012.08,0.762813,0.764191,0.743409
1017.2,0.761752,0.764682,0.743087
1022.3,0.761992,0.765618,0.744463
1027.38,0.762781,0.766335,0.745706
1032.45,0.762928,0.767082,0.746678
1037.53,0.7635,0.766846,0.745399
1042.64,0.76378,0.765562,0.745179
1047.72,0.764827,0.766667,0.744187
1052.81,0.763682,0.766933,0.745333
1057.84,0.764263,0.764964,0.742703
1062.94,0.764219,0.765731,0.744509
1068.05,0.76319,0.766611,0.746423
1073.13,0.764339,0.768028,0.74631
1078.17,0.763664,0.766811,0.743772
1083.33,0.764006,0.767767,0.743839
1088.41,0.763722,0.766724,0.744959
1093.52,0.764037,0.767895,0.744596
1098.56,0.766167,0.766892,0.746059
1103.69,0.7648,0.767399,0.745614
1108.77,0.764871,0.767849,0.74631
1113.84,0.764765,0.76787,0.744893
1118.92,0.764481,0.768422,0.745241
1124,0.766136,0.770177,0.746121
1129.09,0.764907,0.769757,0.74677
1134.17,0.766477,0.7701,0.746791
1139.28,0.769596,0.770663,0.747512
1144.39,0.767906,0.770985,0.747062
1149.47,0.766695,0.769282,0.748423
1154.55,0.765909,0.771425,0.748351
1159.63,0.767626,0.772423,0.751073
1164.69,0.767733,0.773426,0.749891
1169.75,0.767702,0.772996,0.749385
1174.83,0.76815,0.773932,0.748965
1179.91,0.768948,0.773641,0.749303
1184.97,0.769113,0.773487,0.750996
1190.14,0.76925,0.773022,0.750623
1195.2,0.769605,0.775114,0.750679
1200.27,0.768491,0.773221,0.751467
1205.36,0.77004,0.775022,0.753033
1210.41,0.768882,0.775447,0.752357
1215.48,0.769565,0.774403,0.7516
1220.56,0.767773,0.773584,0.75269
1225.63,0.769845,0.774945,0.753068
1230.7,0.768735,0.774229,0.753299
1235.77,0.76988,0.77605,0.753345
1240.84,0.770417,0.776838,0.754649
1245.92,0.772076,0.776761,0.754496
1250.98,0.771153,0.776623,0.757054
1256.11,0.770488,0.775815,0.754731
1261.17,0.771872,0.77736,0.755852
1266.28,0.770386,0.776715,0.755673
1271.34,0.770852,0.776705,0.754107
1276.39,0.772214,0.776761,0.754562
1281.48,0.773758,0.776935,0.755893
1286.56,0.773274,0.776956,0.755166
1291.64,0.773185,0.777928,0.755284
1296.7,0.774255,0.777309,0.754322
1301.78,0.77441,0.778383,0.755504
1306.8,0.773682,0.778015,0.75644
1311.91,0.77535,0.779227,0.757647
1317,0.774153,0.778532,0.758047
1322.09,0.774113,0.779852,0.757801
1327.11,0.776043,0.780261,0.757775
1332.22,0.775435,0.778649,0.75842
1337.28,0.775439,0.779033,0.756834
1342.42,0.773873,0.780532,0.759157
1347.48,0.775217,0.77935,0.759418
1352.58,0.77563,0.780368,0.761797
1357.64,0.775976,0.779606,0.76107
1362.72,0.775217,0.780609,0.761648
1367.8,0.774791,0.780266,0.760518
1372.88,0.775182,0.781898,0.759464
1377.97,0.774942,0.781346,0.759868
1383.03,0.774929,0.781637,0.759638
1388.13,0.774893,0.782128,0.758435
1393.14,0.775444,0.781402,0.760901
1398.23,0.777298,0.783679,0.762774
1403.25,0.777405,0.784333,0.763419
1408.34,0.77689,0.784533,0.761213
1413.41,0.77673,0.783085,0.762631
1418.53,0.776464,0.785643,0.762569
1423.66,0.776251,0.786349,0.76282
1428.75,0.776255,0.786216,0.760513
1433.81,0.777338,0.7864,0.761612
1438.89,0.778753,0.786508,0.763552
1443.91,0.779428,0.786467,0.761792
1448.97,0.779259,0.784901,0.762068
1454.08,0.779272,0.787792,0.764841
1459.14,0.779286,0.788017,0.764314
1464.27,0.779911,0.789767,0.767031
1469.33,0.781375,0.788206,0.768177
1474.38,0.780639,0.788462,0.767148
1479.45,0.779073,0.784983,0.76636
1484.53,0.778598,0.784553,0.765675
1489.59,0.778634,0.784763,0.766324
1494.69,0.779769,0.786093,0.766678
1499.81,0.779561,0.786666,0.76546
1504.88,0.780306,0.786661,0.767261
1509.94,0.778864,0.78528,0.768084
1515.05,0.779703,0.782962,0.764785
1520.09,0.780359,0.788621,0.767337
1525.19,0.780714,0.789895,0.76853
1530.25,0.781553,0.789593,0.769568
1535.34,0.78331,0.790007,0.770382
1540.44,0.783931,0.791511,0.772515
1545.52,0.783128,0.792253,0.772223
1550.55,0.779312,0.790846,0.769988
1555.66,0.781446,0.793982,0.772807
1560.72,0.783687,0.796367,0.772607
1565.81,0.810493,0.884922,0.796213
1570.88,0.928165,1.12734,0.870198
1576,1.34167,1.25813,1.01688
1581.06,1.32478,1.26808,1.29028
1586.63,1.18635,1.19445,1.2349
1591.69,1.15674,1.17215,1.15683
1596.77,1.21834,1.18547,1.12402
1601.84,1.2383,1.20306,1.14146
1606.91,1.18633,1.19839,1.16014
1611.97,1.17079,1.18074,1.1533
1617.16,1.21886,1.20159,1.14243
1622.36,1.20652,1.18982,1.13374
1627.47,1.17673,1.16437,1.1237
1632.64,1.20482,1.1724,1.14772
1637.98,1.20561,1.17624,1.14149
1643.2,1.15958,1.15241,1.13171
1648.41,1.1483,1.14134,1.11839
1653.59,1.13663,1.12119,1.08675
1658.83,1.11913,1.10541,1.0606
1663.98,1.08838,1.08099,1.04079
1669.16,1.06974,1.06166,1.0441
1674.34,1.08523,1.05771,1.04398
1679.56,1.07244,1.04882,1.02704
1684.75,1.04692,1.04047,1.01949
1689.94,1.04467,1.03223,1.00845
1695.11,1.02784,1.00597,0.981152
1700.31,1.00327,0.980738,0.947984
1705.52,0.976919,0.970889,0.932554
1710.7,0.977274,0.983066,0.945641
1715.91,1.00048,0.994685,0.969999
1721.09,1.02038,1.00047,0.994408
1726.3,0.992159,0.979377,0.958575
1731.48,0.975952,0.96521,0.939092
1736.69,0.968099,0.965865,0.926333
1741.92,0.956098,0.963282,0.92094
1747.09,0.947638,0.957219,0.923908
1752.27,0.950925,0.946981,0.925611
1757.45,0.943489,0.940714,0.927438
1762.66,0.929509,0.93193,0.923319
1767.86,0.914323,0.924593,0.911455
1773.05,0.902961,0.918326,0.901309
1778.42,0.896137,0.920429,0.896193
1783.5,0.892482,0.913757,0.883659
1788.58,0.890343,0.907285,0.871349
