0,0.697687,0.695593,0.678459
5.11,0.698588,0.694739,0.679595
10.203,0.697998,0.696018,0.679529
15.297,0.69956,0.69873,0.680792
20.375,0.70216,0.697031,0.68023
25.469,0.699706,0.695762,0.683407
30.532,0.698876,0.698489,0.679871
35.61,0.700345,0.697921,0.681626
40.625,0.700216,0.698146,0.681785
45.688,0.701392,0.699323,0.683223
50.797,0.699884,0.697103,0.681703
55.86,0.702594,0.699727,0.683806
60.922,0.700762,0.69852,0.683883
65.985,0.703628,0.699645,0.684404
71.094,0.702936,0.699441,0.683744
76.11,0.702861,0.700556,0.683847
81.188,0.702617,0.700679,0.685428
86.297,0.702816,0.700618,0.684149
91.391,0.70397,0.700848,0.684942
96.422,0.7044,0.699712,0.67981
101.547,0.702767,0.700316,0.683857
106.61,0.703726,0.701518,0.682957
111.688,0.703318,0.700505,0.683391
116.735,0.703659,0.702659,0.686308
121.844,0.704941,0.703135,0.687147
127,0.706175,0.70357,0.687919
132.157,0.70708,0.704045,0.688242
137.282,0.705815,0.70424,0.688538
142.422,0.704791,0.70337,0.68882
147.516,0.705549,0.704501,0.69214
152.625,0.707648,0.704757,0.69058
157.797,0.7081,0.705683,0.690661
162.891,0.708251,0.707166,0.691767
168.047,0.708335,0.707105,0.693383
173.094,0.70794,0.708471,0.692411
178.266,0.707643,0.707412,0.692028
183.391,0.709152,0.709555,0.69368
188.563,0.708943,0.708384,0.692457
193.75,0.709103,0.707591,0.690846
198.891,0.71054,0.710748,0.692334
204,0.708863,0.709555,0.691987
209.188,0.710012,0.709878,0.692319
214.391,0.709445,0.710482,0.692524
219.532,0.709005,0.708906,0.691173
224.657,0.710376,0.710737,0.692974
229.797,0.710567,0.709893,0.690999
234.953,0.711734,0.710615,0.692841
240.078,0.712417,0.709663,0.695982
245.235,0.711086,0.71216,0.694499
250.36,0.711419,0.711203,0.693874
255.453,0.712963,0.710635,0.695026
260.578,0.711707,0.714385,0.694632
265.657,0.713566,0.713121,0.69433
270.766,0.712568,0.712861,0.695496
275.86,0.716241,0.706256,0.687761
280.922,0.713522,0.713608,0.697369
286.016,0.713411,0.711883,0.694437
291.125,0.714116,0.713331,0.696596
296.235,0.714662,0.714436,0.696325
301.25,0.714693,0.714339,0.69787
306.375,0.714693,0.715695,0.698372
311.422,0.715443,0.714672,0.699492
316.5,0.717847,0.715889,0.701758
321.516,0.713451,0.711055,0.697333
326.657,0.716197,0.716181,0.701631
331.766,0.717506,0.718611,0.702152
336.891,0.718735,0.719552,0.702659
341.969,0.7183,0.718202,0.705749
347.407,0.719414,0.72165,0.708425
352.485,0.72401,0.725242,0.716493
357.563,0.743101,0.750495,0.797313
362.641,0.793793,0.819113,1.11501
367.75,0.782711,0.805944,1.02943
372.891,0.769246,0.787464,0.94297
378.016,0.758846,0.773267,0.87227
383.172,0.751357,0.762539,0.827498
388.375,0.745989,0.753319,0.791962
393.61,0.741215,0.745348,0.765511
